,Area,Size,Rent,Manhattan,Queens,Brooklyn,Bronx,Staten Island,Studio,One Bedroom,Two Bedrooms,Three Bedrooms,One Bathrooms,Two Bathrooms,Three Bathrooms,Four Bathrooms
384,122,960,2025,0,0,0,1,0,0,0,1,0,0,0,0,0
385,123,940,2237,0,0,0,1,0,0,0,1,0,0,0,0,0
386,120,920,1950,0,0,0,1,0,0,0,1,0,0,0,0,0
387,116,900,1850,0,0,0,1,0,0,0,1,0,0,0,0,0
388,118,875,1787,0,0,0,1,0,0,0,1,0,0,0,0,0
389,87,999,2383,0,0,0,1,0,0,0,1,0,0,0,0,0
390,120,924,1950,0,0,0,1,0,0,0,1,0,0,0,0,0
391,116,912,1850,0,0,0,1,0,0,0,1,0,0,0,0,0
392,118,899,1787,0,0,0,1,0,0,0,1,0,0,0,0,0
393,87,964,2383,0,0,0,1,0,0,0,1,0,0,0,0,0
394,138,1000,2250,0,0,0,0,1,0,0,1,0,0,0,0,0
395,139,940,2350,0,0,0,0,1,0,0,1,0,0,0,0,0
396,133,950,2400,0,0,0,0,1,0,0,1,0,0,0,0,0
397,140,910,2350,0,0,0,0,1,0,0,1,0,0,0,0,0
398,141,920,2350,0,0,0,0,1,0,0,1,0,0,0,0,0
399,138,950,2250,0,0,0,0,1,0,0,1,0,0,0,0,0
400,139,1000,2350,0,0,0,0,1,0,0,1,0,0,0,0,0
401,133,940,2400,0,0,0,0,1,0,0,1,0,0,0,0,0
402,140,950,2350,0,0,0,0,1,0,0,1,0,0,0,0,0
403,141,910,2350,0,0,0,0,1,0,0,1,0,0,0,0,0
404,138,920,2250,0,0,0,0,1,0,0,1,0,0,0,0,0
405,139,950,2350,0,0,0,0,1,0,0,1,0,0,0,0,0
406,133,922,2400,0,0,0,0,1,0,0,1,0,0,0,0,0
407,140,944,2350,0,0,0,0,1,0,0,1,0,0,0,0,0
408,141,984,2350,0,0,0,0,1,0,0,1,0,0,0,0,0
409,3,1100,3250,1,0,0,0,0,0,0,0,1,0,0,0,0
410,4,1390,7000,1,0,0,0,0,0,0,0,1,0,0,0,0
411,7,1150,3700,1,0,0,0,0,0,0,0,1,0,0,0,0
412,89,1125,4200,1,0,0,0,0,0,0,0,1,0,0,0,0
413,9,1112,3350,1,0,0,0,0,0,0,0,1,0,0,0,0
414,10,1300,5000,1,0,0,0,0,0,0,0,1,0,0,0,0
415,13,1202,5550,1,0,0,0,0,0,0,0,1,0,0,0,0
416,14,1200,3197,1,0,0,0,0,0,0,0,1,0,0,0,0
417,90,1102,2672,1,0,0,0,0,0,0,0,1,0,0,0,0
418,17,1125,4622,1,0,0,0,0,0,0,0,1,0,0,0,0
419,18,1202,5310,1,0,0,0,0,0,0,0,1,0,0,0,0
420,19,1100,3350,1,0,0,0,0,0,0,0,1,0,0,0,0
421,1,1550,8075,1,0,0,0,0,0,0,0,1,0,0,0,0
422,20,1275,5977,1,0,0,0,0,0,0,0,1,0,0,0,0
423,22,1225,5500,1,0,0,0,0,0,0,0,1,0,0,0,0
424,23,1100,3666,1,0,0,0,0,0,0,0,1,0,0,0,0
425,1,1150,3400,1,0,0,0,0,0,0,0,1,0,0,0,0
426,25,1275,6325,1,0,0,0,0,0,0,0,1,0,0,0,0
427,26,1175,4746,1,0,0,0,0,0,0,0,1,0,0,0,0
428,91,1124,4572,1,0,0,0,0,0,0,0,1,0,0,0,0
429,2,1300,7995,1,0,0,0,0,0,0,0,1,0,0,0,0
430,4,1200,7000,1,0,0,0,0,0,0,0,1,0,0,0,0
431,29,1100,2987,1,0,0,0,0,0,0,0,1,0,0,0,0
432,92,1660,3325,1,0,0,0,0,0,0,0,1,0,0,0,0
433,30,1250,7497,1,0,0,0,0,0,0,0,1,0,0,0,0
434,31,1750,2900,0,1,0,0,0,0,0,0,1,0,0,0,0
435,94,1625,3150,0,1,0,0,0,0,0,0,1,0,0,0,0
436,45,1400,2750,0,1,0,0,0,0,0,0,1,0,0,0,0
437,142,1322,2650,0,1,0,0,0,0,0,0,1,0,0,0,0
438,42,1400,2738,0,1,0,0,0,0,0,0,1,0,0,0,0
439,44,2050,3500,0,1,0,0,0,0,0,0,1,0,0,0,0
440,43,1100,2525,0,1,0,0,0,0,0,0,1,0,0,0,0
441,95,1112,2398,0,1,0,0,0,0,0,0,1,0,0,0,0
442,40,1125,2400,0,1,0,0,0,0,0,0,1,0,0,0,0
443,98,1120,2475,0,1,0,0,0,0,0,0,1,0,0,0,0
444,38,1250,2675,0,1,0,0,0,0,0,0,1,0,0,0,0
445,39,2750,5160,0,1,0,0,0,0,0,0,1,0,0,0,0
446,99,1750,3000,0,1,0,0,0,0,0,0,1,0,0,0,0
447,37,1325,2700,0,1,0,0,0,0,0,0,1,0,0,0,0
448,46,1699,3000,0,1,0,0,0,0,0,0,1,0,0,0,0
449,36,1325,2800,0,1,0,0,0,0,0,0,1,0,0,0,0
450,35,1425,3000,0,1,0,0,0,0,0,0,1,0,0,0,0
451,101,1350,2797,0,1,0,0,0,0,0,0,1,0,0,0,0
452,102,1312,2647,0,1,0,0,0,0,0,0,1,0,0,0,0
453,32,1324,2720,0,1,0,0,0,0,0,0,1,0,0,0,0
454,33,1350,2725,0,1,0,0,0,0,0,0,1,0,0,0,0
455,34,1300,2500,0,1,0,0,0,0,0,0,1,0,0,0,0
456,103,1450,2647,0,1,0,0,0,0,0,0,1,0,0,0,0
457,105,1600,2500,0,0,1,0,0,0,0,0,1,0,0,0,0
458,71,1850,3247,0,0,1,0,0,0,0,0,1,0,0,0,0
459,52,1300,2500,0,0,1,0,0,0,0,0,1,0,0,0,0
460,70,1850,4649,0,0,1,0,0,0,0,0,1,0,0,0,0
461,53,1200,2998,0,0,1,0,0,0,0,0,1,0,0,0,0
462,73,1150,2725,0,0,1,0,0,0,0,0,1,0,0,0,0
463,54,1100,2500,0,0,1,0,0,0,0,0,1,0,0,0,0
464,55,2080,5500,0,0,1,0,0,0,0,0,1,0,0,0,0
465,107,1100,2600,0,0,1,0,0,0,0,0,1,0,0,0,0
466,113,900,2350,0,0,1,0,0,0,0,0,1,0,0,0,0
467,143,1200,3022,0,0,1,0,0,0,0,0,1,0,0,0,0
468,83,1860,7450,0,0,1,0,0,0,0,0,1,0,0,0,0
469,108,900,2200,0,0,1,0,0,0,0,0,1,0,0,0,0
470,84,950,2897,0,0,1,0,0,0,0,0,1,0,0,0,0
471,136,920,2300,0,0,1,0,0,0,0,0,1,0,0,0,0
472,85,1200,4112,0,0,1,0,0,0,0,0,1,0,0,0,0
473,49,1190,3660,0,0,1,0,0,0,0,0,1,0,0,0,0
474,50,1150,3255,0,0,1,0,0,0,0,0,1,0,0,0,0
475,66,900,2450,0,0,1,0,0,0,0,0,1,0,0,0,0
476,64,950,2600,0,0,1,0,0,0,0,0,1,0,0,0,0
477,65,1250,3682,0,0,1,0,0,0,0,0,1,0,0,0,0
478,51,975,2499,0,0,1,0,0,0,0,0,1,0,0,0,0
479,56,999,2600,0,0,1,0,0,0,0,0,1,0,0,0,0
480,63,1750,4996,0,0,1,0,0,0,0,0,1,0,0,0,0
481,58,1650,4795,0,0,1,0,0,0,0,0,1,0,0,0,0
482,59,1300,3850,0,0,1,0,0,0,0,0,1,0,0,0,0
483,60,1250,3000,0,0,1,0,0,0,0,0,1,0,0,0,0
484,61,1200,3750,0,0,1,0,0,0,0,0,1,0,0,0,0
485,62,1125,2600,0,0,1,0,0,0,0,0,1,0,0,0,0
486,76,1225,3250,0,0,1,0,0,0,0,0,1,0,0,0,0
487,78,1005,2762,0,0,1,0,0,0,0,0,1,0,0,0,0
488,112,1025,2550,0,0,1,0,0,0,0,0,1,0,0,0,0
489,80,1050,2950,0,0,1,0,0,0,0,0,1,0,0,0,0
490,69,1150,3000,0,0,1,0,0,0,0,0,1,0,0,0,0
491,81,999,2650,0,0,1,0,0,0,0,0,1,0,0,0,0
492,67,1022,2400,0,0,1,0,0,0,0,0,1,0,0,0,0
493,68,1290,3735,0,0,1,0,0,0,0,0,1,0,0,0,0
494,72,1060,2800,0,0,1,0,0,0,0,0,1,0,0,0,0
495,74,1350,4400,0,0,1,0,0,0,0,0,1,0,0,0,0
496,75,1400,6400,0,0,1,0,0,0,0,0,1,0,0,0,0
497,137,1850,5875,0,0,1,0,0,0,0,0,1,0,0,0,0
498,130,900,2300,0,0,0,1,0,0,0,0,1,0,0,0,0
499,87,1225,3000,0,0,0,1,0,0,0,0,1,0,0,0,0
500,87,860,2400,0,0,0,1,0,0,0,0,1,0,0,0,0
501,110,900,2446,0,0,0,1,0,0,0,0,1,0,0,0,0
502,126,925,2325,0,0,0,1,0,0,0,0,1,0,0,0,0
503,124,1400,2500,0,0,0,1,0,0,0,0,1,0,0,0,0
504,123,1000,2375,0,0,0,1,0,0,0,0,1,0,0,0,0
505,130,950,2300,0,0,0,1,0,0,0,0,1,0,0,0,0
506,87,1350,3000,0,0,0,1,0,0,0,0,1,0,0,0,0
507,130,900,2300,0,0,0,1,0,0,0,0,1,0,0,0,0
508,87,1225,3000,0,0,0,1,0,0,0,0,1,0,0,0,0
509,87,860,2400,0,0,0,1,0,0,0,0,1,0,0,0,0
510,110,900,2446,0,0,0,1,0,0,0,0,1,0,0,0,0
511,126,925,2325,0,0,0,1,0,0,0,0,1,0,0,0,0
512,124,1400,2500,0,0,0,1,0,0,0,0,1,0,0,0,0
513,123,1000,2375,0,0,0,1,0,0,0,0,1,0,0,0,0
514,130,950,2300,0,0,0,1,0,0,0,0,1,0,0,0,0
515,87,1350,3000,0,0,0,1,0,0,0,0,1,0,0,0,0
516,87,1350,3000,0,0,0,1,0,0,0,0,1,0,0,0,0
517,87,1350,3000,0,0,0,1,0,0,0,0,1,0,0,0,0
518,87,1350,3000,0,0,0,1,0,0,0,0,1,0,0,0,0
519,144,999,2200,0,0,0,0,1,0,0,0,1,0,0,0,0
520,145,1180,2500,0,0,0,0,1,0,0,0,1,0,0,0,0
521,146,1250,3000,0,0,0,0,1,0,0,0,1,0,0,0,0
522,147,1350,3500,0,0,0,0,1,0,0,0,1,0,0,0,0
523,148,1750,4000,0,0,0,0,1,0,0,0,1,0,0,0,0
524,33,1012,2500,0,0,0,0,1,0,0,0,1,0,0,0,0
525,144,999,2200,0,0,0,0,1,0,0,0,1,0,0,0,0
526,145,1180,2500,0,0,0,0,1,0,0,0,1,0,0,0,0
527,146,1250,3000,0,0,0,0,1,0,0,0,1,0,0,0,0
528,147,1350,3500,0,0,0,0,1,0,0,0,1,0,0,0,0
529,148,1750,4000,0,0,0,0,1,0,0,0,1,0,0,0,0
530,33,1012,2500,0,0,0,0,1,0,0,0,1,0,0,0,0
531,144,999,2200,0,0,0,0,1,0,0,0,1,0,0,0,0
532,145,1180,2500,0,0,0,0,1,0,0,0,1,0,0,0,0
533,146,1250,3000,0,0,0,0,1,0,0,0,1,0,0,0,0
534,147,1350,3500,0,0,0,0,1,0,0,0,1,0,0,0,0
535,148,1750,4000,0,0,0,0,1,0,0,0,1,0,0,0,0
536,33,1012,2500,0,0,0,0,1,0,0,0,1,0,0,0,0
537,0,555,2875,1,0,0,0,0,0,0,0,0,0,0,0,0
538,1,532,2595,1,0,0,0,0,0,0,0,0,0,0,0,0
539,2,500,2100,1,0,0,0,0,0,0,0,0,0,0,0,0
540,3,412,1795,1,0,0,0,0,0,0,0,0,0,0,0,0
541,4,490,2249,1,0,0,0,0,0,0,0,0,0,0,0,0
542,5,650,3360,1,0,0,0,0,0,0,0,0,0,0,0,0
543,6,590,2875,1,0,0,0,0,0,0,0,0,0,0,0,0
544,7,440,1799,1,0,0,0,0,0,0,0,0,0,0,0,0
545,8,550,2800,1,0,0,0,0,0,0,0,0,0,0,0,0
546,9,412,1800,1,0,0,0,0,0,0,0,0,0,0,0,0
547,10,470,2250,1,0,0,0,0,0,0,0,0,0,0,0,0
548,11,665,3600,1,0,0,0,0,0,0,0,0,0,0,0,0
549,12,632,3095,1,0,0,0,0,0,0,0,0,0,0,0,0
550,13,627,2875,1,0,0,0,0,0,0,0,0,0,0,0,0
551,14,420,1773,1,0,0,0,0,0,0,0,0,0,0,0,0
552,15,500,2750,1,0,0,0,0,0,0,0,0,0,0,0,0
553,16,412,1971,1,0,0,0,0,0,0,0,0,0,0,0,0
554,17,480,2150,1,0,0,0,0,0,0,0,0,0,0,0,0
555,18,590,2450,1,0,0,0,0,0,0,0,0,0,0,0,0
556,19,430,1922,1,0,0,0,0,0,0,0,0,0,0,0,0
557,1,499,2891,1,0,0,0,0,0,0,0,0,0,0,0,0
558,20,475,2462,1,0,0,0,0,0,0,0,0,0,0,0,0
559,21,476,2700,1,0,0,0,0,0,0,0,0,0,0,0,0
560,22,466,2667,1,0,0,0,0,0,0,0,0,0,0,0,0
561,23,480,2295,1,0,0,0,0,0,0,0,0,0,0,0,0
562,24,450,2300,1,0,0,0,0,0,0,0,0,0,0,0,0
563,25,440,2875,1,0,0,0,0,0,0,0,0,0,0,0,0
564,26,425,2200,1,0,0,0,0,0,0,0,0,0,0,0,0
565,27,460,2650,1,0,0,0,0,0,0,0,0,0,0,0,0
566,28,1000,4275,1,0,0,0,0,0,0,0,0,0,0,0,0
567,2,624,2100,1,0,0,0,0,0,0,0,0,0,0,0,0
568,4,690,2249,1,0,0,0,0,0,0,0,0,0,0,0,0
569,29,624,1675,1,0,0,0,0,0,0,0,0,0,0,0,0
570,30,675,2800,1,0,0,0,0,0,0,0,0,0,0,0,0
571,31,660,1870,0,1,0,0,0,0,0,0,0,0,0,0,0
572,32,612,1500,0,1,0,0,0,0,0,0,0,0,0,0,0
573,33,624,1651,0,1,0,0,0,0,0,0,0,0,0,0,0
574,34,630,1475,0,1,0,0,0,0,0,0,0,0,0,0,0
575,35,612,1642,0,1,0,0,0,0,0,0,0,0,0,0,0
576,36,590,1750,0,1,0,0,0,0,0,0,0,0,0,0,0
577,37,660,1550,0,1,0,0,0,0,0,0,0,0,0,0,0
578,38,652,1525,0,1,0,0,0,0,0,0,0,0,0,0,0
579,39,750,2538,0,1,0,0,0,0,0,0,0,0,0,0,0
580,40,612,1600,0,1,0,0,0,0,0,0,0,0,0,0,0
581,41,640,1828,0,1,0,0,0,0,0,0,0,0,0,0,0
582,42,660,1500,0,1,0,0,0,0,0,0,0,0,0,0,0
583,43,630,1550,0,1,0,0,0,0,0,0,0,0,0,0,0
584,44,620,1595,0,1,0,0,0,0,0,0,0,0,0,0,0
585,45,630,1595,0,1,0,0,0,0,0,0,0,0,0,0,0
586,46,650,2300,0,1,0,0,0,0,0,0,0,0,0,0,0
587,47,635,1500,0,1,0,0,0,0,0,0,0,0,0,0,0
588,48,622,1575,0,1,0,0,0,0,0,0,0,0,0,0,0
589,49,590,2483,0,0,1,0,0,0,0,0,0,0,0,0,0
590,50,624,2000,0,0,1,0,0,0,0,0,0,0,0,0,0
591,51,634,1600,0,0,1,0,0,0,0,0,0,0,0,0,0
592,52,623,1592,0,0,1,0,0,0,0,0,0,0,0,0,0
593,53,550,1995,0,0,1,0,0,0,0,0,0,0,0,0,0
594,54,500,1765,0,0,1,0,0,0,0,0,0,0,0,0,0
595,55,650,2100,0,0,1,0,0,0,0,0,0,0,0,0,0
596,56,625,1450,0,0,1,0,0,0,0,0,0,0,0,0,0
597,57,490,1800,0,0,1,0,0,0,0,0,0,0,0,0,0
598,58,580,2100,0,0,1,0,0,0,0,0,0,0,0,0,0
599,59,550,1850,0,0,1,0,0,0,0,0,0,0,0,0,0
600,60,490,1645,0,0,1,0,0,0,0,0,0,0,0,0,0
601,61,500,1925,0,0,1,0,0,0,0,0,0,0,0,0,0
602,62,624,1550,0,0,1,0,0,0,0,0,0,0,0,0,0
603,63,600,2500,0,0,1,0,0,0,0,0,0,0,0,0,0
604,64,623,1595,0,0,1,0,0,0,0,0,0,0,0,0,0
605,65,500,2452,0,0,1,0,0,0,0,0,0,0,0,0,0
606,66,623,1600,0,0,1,0,0,0,0,0,0,0,0,0,0
607,67,624,1375,0,0,1,0,0,0,0,0,0,0,0,0,0
608,68,500,2125,0,0,1,0,0,0,0,0,0,0,0,0,0
609,69,550,2674,0,0,1,0,0,0,0,0,0,0,0,0,0
610,70,580,2504,0,0,1,0,0,0,0,0,0,0,0,0,0
611,71,570,2550,0,0,1,0,0,0,0,0,0,0,0,0,0
612,72,624,1550,0,0,1,0,0,0,0,0,0,0,0,0,0
613,73,624,1620,0,0,1,0,0,0,0,0,0,0,0,0,0
614,74,550,2250,0,0,1,0,0,0,0,0,0,0,0,0,0
615,75,624,1950,0,0,1,0,0,0,0,0,0,0,0,0,0
616,76,624,1700,0,0,1,0,0,0,0,0,0,0,0,0,0
617,77,612,3000,0,0,1,0,0,0,0,0,0,0,0,0,0
618,78,550,1599,0,0,1,0,0,0,0,0,0,0,0,0,0
619,79,612,2655,0,0,1,0,0,0,0,0,0,0,0,0,0
620,80,500,1976,0,0,1,0,0,0,0,0,0,0,0,0,0
621,81,612,1450,0,0,1,0,0,0,0,0,0,0,0,0,0
622,82,580,2150,0,0,1,0,0,0,0,0,0,0,0,0,0
623,83,580,2150,0,0,1,0,0,0,0,0,0,0,0,0,0
624,84,560,2012,0,0,1,0,0,0,0,0,0,0,0,0,0
625,85,612,2650,0,0,1,0,0,0,0,0,0,0,0,0,0
626,86,630,1450,0,0,0,1,0,0,0,0,0,0,0,0,0
627,87,625,1500,0,0,0,1,0,0,0,0,0,0,0,0,0
628,86,630,1450,0,0,0,1,0,0,0,0,0,0,0,0,0
629,87,633,1500,0,0,0,1,0,0,0,0,0,0,0,0,0
630,86,612,1450,0,0,0,1,0,0,0,0,0,0,0,0,0
631,87,590,1500,0,0,0,1,0,0,0,0,0,0,0,0,0
632,87,612,1500,0,0,0,1,0,0,0,0,0,0,0,0,0
633,86,612,1450,0,0,0,1,0,0,0,0,0,0,0,0,0
634,86,612,1450,0,0,0,1,0,0,0,0,0,0,0,0,0
635,87,624,1500,0,0,0,1,0,0,0,0,0,0,0,0,0
636,86,622,1450,0,0,0,1,0,0,0,0,0,0,0,0,0
637,87,622,1500,0,0,0,1,0,0,0,0,0,0,0,0,0
638,86,630,1450,0,0,0,1,0,0,0,0,0,0,0,0,0
639,87,634,1500,0,0,0,1,0,0,0,0,0,0,0,0,0
640,87,632,1500,0,0,0,1,0,0,0,0,0,0,0,0,0
641,86,639,1450,0,0,0,1,0,0,0,0,0,0,0,0,0
642,86,633,1450,0,0,0,1,0,0,0,0,0,0,0,0,0
643,87,638,1500,0,0,0,1,0,0,0,0,0,0,0,0,0
644,86,622,1450,0,0,0,1,0,0,0,0,0,0,0,0,0
645,87,624,1500,0,0,0,1,0,0,0,0,0,0,0,0,0
646,86,612,1450,0,0,0,1,0,0,0,0,0,0,0,0,0
647,87,624,1500,0,0,0,1,0,0,0,0,0,0,0,0,0
648,87,630,1500,0,0,0,1,0,0,0,0,0,0,0,0,0
649,86,620,1450,0,0,0,1,0,0,0,0,0,0,0,0,0
650,88,600,1290,0,0,0,0,1,0,0,0,0,0,0,0,0
651,88,650,1191,0,0,0,0,1,0,0,0,0,0,0,0,0
652,88,632,1392,0,0,0,0,1,0,0,0,0,0,0,0,0
653,88,550,1293,0,0,0,0,1,0,0,0,0,0,0,0,0
654,88,640,994,0,0,0,0,1,0,0,0,0,0,0,0,0
655,88,600,800,0,0,0,0,1,0,0,0,0,0,0,0,0
656,88,640,1252,0,0,0,0,1,0,0,0,0,0,0,0,0
657,88,590,925,0,0,0,0,1,0,0,0,0,0,0,0,0
658,88,585,825,0,0,0,0,1,0,0,0,0,0,0,0,0
659,88,600,1000,0,0,0,0,1,0,0,0,0,0,0,0,0
660,88,612,890,0,0,0,0,1,0,0,0,0,0,0,0,0
661,88,634,999,0,0,0,0,1,0,0,0,0,0,0,0,0
662,88,620,875,0,0,0,0,1,0,0,0,0,0,0,0,0
663,88,640,925,0,0,0,0,1,0,0,0,0,0,0,0,0
664,88,650,912,0,0,0,0,1,0,0,0,0,0,0,0,0
665,88,590,899,0,0,0,0,1,0,0,0,0,0,0,0,0
666,88,585,924,0,0,0,0,1,0,0,0,0,0,0,0,0
667,88,600,1002,0,0,0,0,1,0,0,0,0,0,0,0,0
668,88,590,946,0,0,0,0,1,0,0,0,0,0,0,0,0
669,88,612,966,0,0,0,0,1,0,0,0,0,0,0,0,0
670,88,624,899,0,0,0,0,1,0,0,0,0,0,0,0,0
671,88,594,924,0,0,0,0,1,0,0,0,0,0,0,0,0
672,0,800,3600,1,0,0,0,0,0,1,0,0,0,0,0,0
673,1,750,3550,1,0,0,0,0,0,1,0,0,0,0,0,0
674,2,650,2795,1,0,0,0,0,0,1,0,0,0,0,0,0
675,3,612,1950,1,0,0,0,0,0,1,0,0,0,0,0,0
676,4,724,3149,1,0,0,0,0,0,1,0,0,0,0,0,0
677,52,624,1700,0,0,1,0,0,0,1,0,0,0,0,0,0
678,7,646,2100,1,0,0,0,0,0,1,0,0,0,0,0,0
679,8,712,6975,1,0,0,0,0,0,1,0,0,0,0,0,0
680,6,766,4170,1,0,0,0,0,0,1,0,0,0,0,0,0
681,89,742,2337,1,0,0,0,0,0,1,0,0,0,0,0,0
682,9,690,2097,1,0,0,0,0,0,1,0,0,0,0,0,0
683,10,722,2782,1,0,0,0,0,0,1,0,0,0,0,0,0
684,12,766,3995,1,0,0,0,0,0,1,0,0,0,0,0,0
685,11,812,4635,1,0,0,0,0,0,1,0,0,0,0,0,0
686,13,750,3500,1,0,0,0,0,0,1,0,0,0,0,0,0
687,14,650,1950,1,0,0,0,0,0,1,0,0,0,0,0,0
688,90,612,1750,1,0,0,0,0,0,1,0,0,0,0,0,0
689,15,734,3750,1,0,0,0,0,0,1,0,0,0,0,0,0
690,17,680,2912,1,0,0,0,0,0,1,0,0,0,0,0,0
691,18,712,3150,1,0,0,0,0,0,1,0,0,0,0,0,0
692,19,650,2297,1,0,0,0,0,0,1,0,0,0,0,0,0
693,16,688,2575,1,0,0,0,0,0,1,0,0,0,0,0,0
694,1,700,3695,1,0,0,0,0,0,1,0,0,0,0,0,0
695,20,692,3400,1,0,0,0,0,0,1,0,0,0,0,0,0
696,21,724,3966,1,0,0,0,0,0,1,0,0,0,0,0,0
697,22,712,3542,1,0,0,0,0,0,1,0,0,0,0,0,0
698,23,670,2750,1,0,0,0,0,0,1,0,0,0,0,0,0
699,25,700,3100,1,0,0,0,0,0,1,0,0,0,0,0,0
700,1,650,2550,1,0,0,0,0,0,1,0,0,0,0,0,0
701,26,630,2716,1,0,0,0,0,0,1,0,0,0,0,0,0
702,27,690,3450,1,0,0,0,0,0,1,0,0,0,0,0,0
703,91,712,3635,1,0,0,0,0,0,1,0,0,0,0,0,0
704,28,790,4700,1,0,0,0,0,0,1,0,0,0,0,0,0
705,2,644,2795,1,0,0,0,0,0,1,0,0,0,0,0,0
706,4,676,3149,1,0,0,0,0,0,1,0,0,0,0,0,0
707,29,612,1800,1,0,0,0,0,0,1,0,0,0,0,0,0
708,92,622,2000,1,0,0,0,0,0,1,0,0,0,0,0,0
709,30,650,3895,1,0,0,0,0,0,1,0,0,0,0,0,0
710,5,724,3850,1,0,0,0,0,0,1,0,0,0,0,0,0
711,31,730,1925,0,1,0,0,0,0,1,0,0,0,0,0,0
712,93,612,1425,0,1,0,0,0,0,1,0,0,0,0,0,0
713,94,650,1625,0,1,0,0,0,0,1,0,0,0,0,0,0
714,48,634,1650,0,1,0,0,0,0,1,0,0,0,0,0,0
715,45,700,1850,0,1,0,0,0,0,1,0,0,0,0,0,0
716,47,612,1670,0,1,0,0,0,0,1,0,0,0,0,0,0
717,42,712,1900,0,1,0,0,0,0,1,0,0,0,0,0,0
718,43,675,1725,0,1,0,0,0,0,1,0,0,0,0,0,0
719,44,720,1900,0,1,0,0,0,0,1,0,0,0,0,0,0
720,95,674,1700,0,1,0,0,0,0,1,0,0,0,0,0,0
721,40,684,1780,0,1,0,0,0,0,1,0,0,0,0,0,0
722,41,750,2075,0,1,0,0,0,0,1,0,0,0,0,0,0
723,96,674,1765,0,1,0,0,0,0,1,0,0,0,0,0,0
724,38,675,1750,0,1,0,0,0,0,1,0,0,0,0,0,0
725,97,690,1825,0,1,0,0,0,0,1,0,0,0,0,0,0
726,39,824,3208,0,1,0,0,0,0,1,0,0,0,0,0,0
727,98,650,1645,0,1,0,0,0,0,1,0,0,0,0,0,0
728,99,644,1610,0,1,0,0,0,0,1,0,0,0,0,0,0
729,37,624,1750,0,1,0,0,0,0,1,0,0,0,0,0,0
730,46,812,2100,0,1,0,0,0,0,1,0,0,0,0,0,0
731,100,650,1672,0,1,0,0,0,0,1,0,0,0,0,0,0
732,40,690,1945,0,1,0,0,0,0,1,0,0,0,0,0,0
733,35,675,1872,0,1,0,0,0,0,1,0,0,0,0,0,0
734,101,724,2246,0,1,0,0,0,0,1,0,0,0,0,0,0
735,102,675,1695,0,1,0,0,0,0,1,0,0,0,0,0,0
736,33,685,1850,0,1,0,0,0,0,1,0,0,0,0,0,0
737,103,690,1695,0,1,0,0,0,0,1,0,0,0,0,0,0
738,104,656,1625,0,1,0,0,0,0,1,0,0,0,0,0,0
739,32,675,1750,0,1,0,0,0,0,1,0,0,0,0,0,0
740,34,670,1700,0,1,0,0,0,0,1,0,0,0,0,0,0
741,105,624,1499,0,0,1,0,0,0,1,0,0,0,0,0,0
742,53,724,2200,0,0,1,0,0,0,1,0,0,0,0,0,0
743,54,625,1575,0,0,1,0,0,0,1,0,0,0,0,0,0
744,55,775,2700,0,0,1,0,0,0,1,0,0,0,0,0,0
745,106,655,1550,0,0,1,0,0,0,1,0,0,0,0,0,0
746,107,675,1750,0,0,1,0,0,0,1,0,0,0,0,0,0
747,83,734,2300,0,0,1,0,0,0,1,0,0,0,0,0,0
748,83,790,2784,0,0,1,0,0,0,1,0,0,0,0,0,0
749,108,612,1487,0,0,1,0,0,0,1,0,0,0,0,0,0
750,84,724,2290,0,0,1,0,0,0,1,0,0,0,0,0,0
751,85,754,2500,0,0,1,0,0,0,1,0,0,0,0,0,0
752,74,760,2500,0,0,1,0,0,0,1,0,0,0,0,0,0
753,75,780,2775,0,0,1,0,0,0,1,0,0,0,0,0,0
754,109,760,2575,0,0,1,0,0,0,1,0,0,0,0,0,0
755,110,600,1512,0,0,0,1,0,0,1,0,0,0,0,0,0
756,111,700,2100,0,0,1,0,0,0,1,0,0,0,0,0,0
757,76,724,2150,0,0,1,0,0,0,1,0,0,0,0,0,0
758,77,850,3747,0,0,1,0,0,0,1,0,0,0,0,0,0
759,78,650,1700,0,0,1,0,0,0,1,0,0,0,0,0,0
760,79,850,3369,0,0,1,0,0,0,1,0,0,0,0,0,0
761,112,624,1500,0,0,1,0,0,0,1,0,0,0,0,0,0
762,80,700,2200,0,0,1,0,0,0,1,0,0,0,0,0,0
763,81,670,1750,0,0,1,0,0,0,1,0,0,0,0,0,0
764,113,640,1680,0,0,1,0,0,0,1,0,0,0,0,0,0
765,73,670,1775,0,0,1,0,0,0,1,0,0,0,0,0,0
766,70,750,2769,0,0,1,0,0,0,1,0,0,0,0,0,0
767,71,724,2725,0,0,1,0,0,0,1,0,0,0,0,0,0
768,67,624,1650,0,0,1,0,0,0,1,0,0,0,0,0,0
769,68,750,2425,0,0,1,0,0,0,1,0,0,0,0,0,0
770,69,725,2199,0,0,1,0,0,0,1,0,0,0,0,0,0
771,72,625,1750,0,0,1,0,0,0,1,0,0,0,0,0,0
772,66,645,1700,0,0,1,0,0,0,1,0,0,0,0,0,0
773,63,760,2850,0,0,1,0,0,0,1,0,0,0,0,0,0
774,65,750,2650,0,0,1,0,0,0,1,0,0,0,0,0,0
775,114,625,1700,0,0,1,0,0,0,1,0,0,0,0,0,0
776,58,740,2600,0,0,1,0,0,0,1,0,0,0,0,0,0
777,59,760,2500,0,0,1,0,0,0,1,0,0,0,0,0,0
